,thread_id,thread_title,thread_link,thread_author,thread_startDate,thread_replies,thread_views,post_id,post_username,post_userTitle,post_userNbMessages,post_userLikesReceived,post_userTrophyPoints,post_DateTime,post_like,post_agree,post_useful,post_funny,post_informative,post_friendly,post_optimistic,post_hug,post_number,post_messageText,post_quoteText
118908,thread-103574,Non-invasive glucose meters?,https://www.diabetes.co.uk/forum/threads/non-invasive-glucose-meters.103574/,FLampard,"Jun 24, 2016",4,"1,667",post-1186970,GrantGam,Type 1 Well-Known Member,"2,610","1,585",178.0,"Jun 24, 2016 at 9:20 AM",0,0,0,0,0,0,0,0,#2,"The Freestyle Libre is a reasonably affordable and decent piece of kit. It doesn't 'technically' measure your blood sugar like a finger prick tester but does convert the data it receives into a BGL reading in either mmol/L or mg/dL. You simply scan a reader against a sensor on your arm to get the reading. https://www.freestylelibre.co.uk There are also CGM devices on the market that work in a similar fashion, however these provide a constant readout to a receiver or smart phone without the need for scanning. Because of this, they are considerably more expensive. Dexcom are one manufacturer which many forum members are using. Grant",
238464,thread-20899,weight gain and insulin resistance,https://www.diabetes.co.uk/forum/threads/weight-gain-and-insulin-resistance.20899/,the_anticarb,"Apr 27, 2011",6,"1,482",post-189578,the_anticarb,Well-Known Member,"1,045",272,103.0,"Apr 27, 2011 at 9:15 PM",0,0,0,0,0,0,0,0,#7,"PS been doing some looking around on the internet and this forum and think I have found out what I have - double diabetes (or insulin resistance on top of type 1 (I'm actually a mody but my pancreas doesn't produce insulin so it's effectively similar to t1) read a few articles and the solution seems to be a) weight loss via reduced carbs b)exercise c) drugs such as metformin. Kind of already knew that was what I had to do but good that it has a name and a solution. I guess this means that, pregnant or not, you can't really get away with eating what you want and injecting bucketloads of novorapid (as I was towards the end of my pregnancy). Damn! Thought I'd found the answer!! I guess its goodbye to carbs again.........",
204698,thread-44685,Feeling lost,https://www.diabetes.co.uk/forum/threads/feeling-lost.44685/,Twinks,"Jul 15, 2013",5,913,post-404592,mrman,Type 1 Well-Known Member,"2,420","2,674",198.0,"Jul 15, 2013 at 8:41 PM",0,0,0,0,0,0,0,0,#4,"Did have similar a while back, just seemed like the whole world was just passing me by. Had alot of time/meds (now not on meds) to think about why as there was nothing particular causing it. Decided it was because all of the time and effort it took to get my bg levels stable whilst feeling alone with it, thinking why me? all good now though, enjoying life and managing the diabetes rather than letting it manage me. Doing all the thinks I used to love and enjoy as I was a bit of a coach spud for a bit after diagnosis. Plenty of help and support here and your not alone. Feel better soon. Sent from my GT-S5360 using DCUK Forum mobile app",
250408,thread-11023,how low can you go?,https://www.diabetes.co.uk/forum/threads/how-low-can-you-go.11023/,glitterzoe,"Oct 17, 2009",57,"4,500",post-108260,steveamos1234,Well-Known Member,53,0,26.0,"Nov 17, 2009 at 10:22 PM",0,0,0,0,0,0,0,0,#20,"I've been T1 for twelve years and generally my control is good, but could be better. As for lows I can safely say my hypo awareness is good, but I definitely don't fit in with expected ranges. I know when my BS falls below around 3.5 but it really doesn't stop me from doing anything. I've had readings of around 1, which I won't lie in saying I felt good, but it hardly stopped me from doing something about it. I find it strange to think about a hypo is in the terms that a lot of people describe (i.e. if it's below 4 youre in serious danger, sorry doesn't seem to work that way for me). If I can still test by BS and do something about it, I'm not too concerned. Generally when I get a really low reading I'm being lazy, as I already know its low but check my BS to confirm (very rare, virtually never will I think I'm ok when I'm not) What annoys me is when someone reads a text book and tells me how I should react based on the average person or a study. I'm not suggesting that lows should be ignored. Far from it, I aim for 4-6 like most others do, but I really don't care if my BS is 3 or 7, but I do something about it and get it closer to what I want it to be. I believe it's more to do with how YOU feel and react than it is to worry about what a reading tells you that you should feel like. If you're newly diagnosed then air on the side of caution, but my advice is to be sensible and do what works for you.",
13638,thread-161345,Is this normal?,https://www.diabetes.co.uk/forum/threads/is-this-normal.161345/,Alex_B,"Feb 15, 2019",34,"1,067",post-1991530,,Type 1 Moderator,"6,447","5,687",198.0,"Feb 20, 2019 at 7:50 AM",0,1,0,0,0,0,0,0,#29,"Ah that's good news that your seeing the diabetes clinic on Thursday, is there any chance you can do some testing today and track your bg levels so you've got something to show them ?",
122861,thread-101485,Waiting times for testing,https://www.diabetes.co.uk/forum/threads/waiting-times-for-testing.101485/,MandyEdie,"May 18, 2016",3,493,post-1158040,Catlady19,Type 2 Well-Known Member,586,735,133.0,"May 19, 2016 at 11:58 AM",0,0,0,0,0,0,0,0,#2,"Yes it is a bit tricky, try eating and testing the food when you are also eating something you know does not spike you.",
233506,thread-24306,Different finger - different result,https://www.diabetes.co.uk/forum/threads/different-finger-different-result.24306/,sugarmog,"Oct 3, 2011",9,"1,972",post-221416,sugarmog,Well-Known Member,105,14,38.0,"Oct 3, 2011 at 1:23 AM",0,0,0,0,0,0,0,0,#1,"I use an Accu Check Mobile to monitor my glucose levels. I have noticed that I can get different results from tests done at the same time on different fingers. Just did my pre bedtime reading - the third finger on my left hand gave a reading of 5.9, and the forth finger 6.5. Is this an accurate measure of the blood in each finger or just the margin of error in the machine.",
13591,thread-161294,Work Sandwich Box,https://www.diabetes.co.uk/forum/threads/work-sandwich-box.161294/,ardvark,"Feb 13, 2019",91,"3,683",post-1987296,JoKalsbeek,Type 2 (in remission!) Well-Known Member,"1,665","1,598",178.0,"Feb 14, 2019 at 11:47 AM",0,2,0,0,0,0,0,0,#26,"Banana's spike you hard and fast, they're going to hit your bloodstream like rocket fuel. ( https://www.dietdoctor.com/low-carb/fruits will give you some idea of what's good and what isn't.) Berries however, those are fine. Cheaper from the frozen aisle, fresh is expensive. You could bring in eggs you boiled at home. Pork scratchings, a ham-and-cheese roll-up with butter in between (who needs a sandwich anyway?), walnuts, baby bel/cheese cubes... If you insist on muffins, try making eggs with ham in a muffin tray. Easy to take with you, still muffin-sized, but hearty rather than sweet and carby... I wish you'd ditch the low fat stuff, as that's usually high in carbs.","ardvark said: If manderines are a bit much I'll have to find something else fruit wise. I tried a banana the other and me blood sugar went ape. Perhaps a banana would'nt spike me whilst I'm at work, but then again I could aply that to me manderines as well Click to expand..."
178449,thread-59666,This has NOTHING to do with Diabetes......,https://www.diabetes.co.uk/forum/threads/this-has-nothing-to-do-with-diabetes.59666/,semiphonic,"Jun 12, 2014",621,"30,920",post-568041,Randburg,Type 2 Well-Known Member,754,"1,649",158.0,"Jun 15, 2014 at 10:02 AM",0,0,0,0,0,0,0,0,#43,Not doing so well yet ?,Andy12345 said: lol awful ceremony i agree england are gonna win!! Sent from the Diabetes Forum App Click to expand...
242583,thread-18111,Type 2 and motor insurance,https://www.diabetes.co.uk/forum/threads/type-2-and-motor-insurance.18111/,mutango,"Nov 30, 2010",30,"3,955",post-164276,mutango,Member,20,0,21.0,"Nov 30, 2010 at 11:57 PM",0,0,0,0,0,0,0,0,#3,Thanks. That's what is written everywhere. But what is the basis for it? What statute or other law says I have to notify the insurers? Anyone know?,
198681,thread-49228,Test strips supplier - Urgent!!!,https://www.diabetes.co.uk/forum/threads/test-strips-supplier-urgent.49228/,panta,"Nov 15, 2013",8,938,post-443082,audsital,Type 2 Well-Known Member,99,49,58.0,"Nov 15, 2013 at 5:41 PM",0,0,0,0,0,0,0,0,#5,Mino do you mean from the maker ie. Menarini or the supplier on ebay Sent from the Diabetes Forum App,
168752,thread-65459,Tiredness Thread Again!!,https://www.diabetes.co.uk/forum/threads/tiredness-thread-again.65459/,ohitsnicola,"Oct 8, 2014",74,"7,094",post-649006,ohitsnicola,Type 1 Well-Known Member,"2,196","1,460",178.0,"Oct 9, 2014 at 9:08 AM",0,0,0,0,0,0,0,0,#35,Meat pretty much every day and veg...when I can really! But I am having multivitamins everyday!! Ryvita's with butter and marmite! I know there are some things I probably need to include in my diet but without the money all the time I cannot do that but surely that wouldn't cause me to be tired that much! Like my yawning is pretty much every couple of seconds and they last about 20 seconds!!! It's the long yawns!! I can't remember a morning when i have woken up feeling refreshed!!! Got the sicky feeling again today too! I am just so fed up! xx,donnellysdogs said: I'm butting in here... Are you having meat n veg Nicola every day? If you are cutting the **** (sorry for that expression!)... You may well be suffering the effects of carb flu. Are you having ryvita with butter or cheese or any veg like a sliced pepper which is packed with some vitamins.. For dinners a sweet potato has good amounts of a vitamin..(C) I think!! You need some veg everyday... Are you taking vitamins everyday? Click to expand...
82106,thread-123410,Should we limit the amount of sugar in our lives??,https://www.diabetes.co.uk/forum/threads/should-we-limit-the-amount-of-sugar-in-our-lives.123410/,frankie7488,"Jul 12, 2017",17,905,post-1506751,MikeTurin,Type 2 Well-Known Member,570,317,103.0,"Jul 12, 2017 at 10:38 AM",1,0,0,0,0,0,0,0,#2,http://www.diabetes.co.uk/type1-diabetes.html http://www.diabetes.co.uk/type2-diabetes.html http://www.diabetes.co.uk/Diabetes-Risk-factors.html http://www.diabetes.co.uk/diabetes-and-metabolic-syndrome.html http://www.diabetes.co.uk/diabetes-and-obesity.html,
211798,thread-38431,Need carb advice from chocolate connoisseurs,https://www.diabetes.co.uk/forum/threads/need-carb-advice-from-chocolate-connoisseurs.38431/,brightstation,"Mar 11, 2013",17,"2,462",post-359478,Tweetypie,Other Well-Known Member,570,"1,482",158.0,"Mar 13, 2013 at 8:33 AM",0,0,0,0,0,0,0,0,#13,"Ooh thanks, I will also try the dairyfine dark too! I am lucky I have a 15 minute walk away from an Aldi, so get chocolate, eat chocolate, then walk it off! I also like the look of the Sainsburies one too - why does loooking at chocolate make you want to eat it? I'm going to try and find a high cocoa content easter egg this year, I'm not sure if any of the chocolate brands do any. Did anyone else read the recent article on this website about cocoa and good glucose control - very interesting!","MCMLXXIII said: Tweetypie said: I just recently converted from Green and Blacks to Moser Roth from Aldi. It's 85% cocoa and they come in little measured bars of 25g (i think about 5g carbs per bar), I love that because I actually feel like I am having a bar of choc as opposed to a few squares. It is lovely and costs half the price! Found out about it from someone else who posted on here! Click to expand... Have you tried their dairyfine dark too? Sent from my KFTT using DCUK Forum mobile app Click to expand..."
249812,thread-11973,foot ulcers,https://www.diabetes.co.uk/forum/threads/foot-ulcers.11973/,possell123,"Dec 12, 2009",3,810,post-111842,possell123,Newbie,2,0,21.0,"Dec 15, 2009 at 7:48 PM",0,0,0,0,0,0,0,0,#4,Thanks for your words of wisdom . My dad is now in hospital having IV anti-biotics it was also found he has a chest infection which they were more worried about!,
61236,thread-131894,insulin and flight?,https://www.diabetes.co.uk/forum/threads/insulin-and-flight.131894/,Cobia,"Jan 6, 2018",3,239,post-1663068,helensaramay,Type 1 Expert,"5,208","5,192",178.0,"Jan 6, 2018 at 1:57 PM",1,0,0,0,1,0,0,0,#2,"I would keep ALL your diabetes paraphernalia in your hand luggage. The insulin cannot go in the hold because it gets too cold. But regardless of that, there is less risk of your stuff going missing if it is with you. Hopefully, your doctors letter mentions that you will be carrying sharps. I have only had to show my letter once and have taken close to 100 flights since my type 1 diagnosis but there is somethings some nervousness about carrying sharp items. I confess I pay on this a little when I check in - the airline staff asks if I have any sharp items in my hand luggage, I say yes, watch their look of panic as I hestitate before mentioning the diabetes and see them visibly relax. I usually bring my sharps home with me but this would depend on how long you are away. I dont carry an official sharps container: I just put them in an empty drinks bottle which I decant when I get home. The used sharps can go in the hold on the way back without any problems. Have a wonderful trip in NZ. I admit I am a tad jealous.",
185350,thread-58287,Diabetics are carb intolerant,https://www.diabetes.co.uk/forum/threads/diabetics-are-carb-intolerant.58287/,notafanofsugar,"May 14, 2014",295,"40,596",post-555658,Tweetypie,Other Well-Known Member,570,"1,482",158.0,"May 30, 2014 at 8:32 PM",4,0,0,0,0,0,0,0,#262,"Funnily enough, I too came up with this analogy myself. I wanted to find another way of describing what diabetes is like. I got frustrated after changing to a low carb diet and worrying how I would explain this to people. I could just say I'm diabetic but then they want to know why I can't have carbs/starches and so on. To me, there are lots of people who are on different diets, don't eat this, don't eat that and I never question them when they say, "" I can't tolerate dairy or bread or yeast, tomato puree - whatever, you get the idea. So, this is me - I can't tolerate carbs because I am extremely sensitive to sugar in all forms and that's just the way I am and I know what works for me. For some reason, this has helped me come to terms with the whole ""being a diabetic"" thing. I like to be different and not follow the crowd and this is just my way of expressing it. I even think it's a bit like an allergy in some ways. Of course, we're all intolerant for different reasons. Some of us can tolerate carbs, some of us can't. Some of us can eat dairy, some of us can't, what of it?!!",
